city_id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
394,nenita,12.49,124.8,25.17,90,56,3.64,PH,1609519544
395,poya,-21.35,165.15,25.5,84,100,1.94,NC,1609519544
396,progreso,21.28,-89.67,28.66,70,75,7.2,MX,1609519544
398,yanam,16.73,82.22,22.0,83,0,3.6,IN,1609519545
399,guhagar,17.48,73.19,24.35,80,92,2.82,IN,1609519545
400,linxia,35.6,103.21,-6.6,76,40,0.8,CN,1609519545
401,kungurtug,50.6,97.52,-28.38,81,61,0.45,RU,1609519545
402,altamira,-3.2,-52.21,30.0,70,75,1.5,BR,1609519545
403,kwekwe,-18.93,29.81,21.22,87,94,2.48,ZW,1609519545
404,iralaya,15.0,-83.23,27.54,75,0,6.06,HN,1609519545
405,odweyne,9.41,45.06,21.96,61,93,3.77,SO,1609519545
406,mineiros,-17.57,-52.55,30.03,46,47,1.91,BR,1609519293
407,elko,41.0,-115.5,-7.88,85,1,0.38,US,1609519520
408,beterou,9.2,2.26,35.07,13,54,0.69,BJ,1609519546
409,machico,32.7,-16.77,14.71,67,40,4.1,PT,1609519546
410,asyut,27.18,31.18,18.0,63,0,5.7,EG,1609519546
411,pineville,31.32,-92.43,8.19,70,40,7.2,US,1609519546
412,antalaha,-14.9,50.28,24.22,90,33,3.37,MG,1609519415
413,mareeba,-17.0,145.43,25.0,94,75,0.5,AU,1609519546
414,vysokogornyy,50.12,139.15,-32.58,84,99,2.02,RU,1609519546
415,samana,19.21,-69.34,28.0,74,20,4.1,DO,1609519546
416,edgewater,28.99,-80.9,26.08,74,75,6.7,US,1609519506
418,ous,60.91,61.52,-32.41,86,58,1.18,RU,1609519546
419,concarneau,47.88,-3.92,4.51,75,0,2.6,FR,1609519546
420,buraydah,26.33,43.98,20.0,68,20,3.1,SA,1609519442
421,saint-pierre,-21.34,55.48,23.77,78,0,3.1,RE,1609519546
422,luanda,-8.84,13.23,29.0,66,20,4.6,AO,1609519270
423,fort saint james,54.43,-124.25,-1.72,97,100,2.25,CA,1609519547
424,palembang,-2.92,104.75,24.41,95,99,2.21,ID,1609519547
425,aksu,41.12,80.26,-9.69,89,0,1.01,CN,1609519547
426,sol-iletsk,51.16,54.99,-8.36,96,100,4.65,RU,1609519547
427,sortavala,61.71,30.69,0.39,96,100,0.87,RU,1609519547
428,conop,46.1,21.88,4.99,87,0,4.1,RO,1609519329
429,kyra,49.58,111.98,-24.36,82,57,2.26,RU,1609519547
430,road town,18.42,-64.62,26.84,58,40,5.7,VG,1609519286
431,storsteinnes,69.24,19.23,-7.73,84,0,1.5,NO,1609519547
432,matadi,-5.82,13.45,27.71,77,86,1.77,CD,1609519547
433,margate,51.38,1.39,2.63,85,41,0.89,GB,1609519311
434,atbasar,51.8,68.33,-25.49,89,47,2.36,KZ,1609519548
435,chase,50.82,-119.69,0.7,91,100,0.5,CA,1609519548
437,villarrica,-25.75,-56.43,32.54,35,0,2.27,PY,1609519548
438,ingraj bazar,25.0,88.15,16.43,39,23,2.57,IN,1609519477
439,chumikan,54.72,135.31,-26.83,79,75,9.07,RU,1609519548
440,shwebo,22.57,95.7,18.15,71,56,1.9,MM,1609519548
441,boulder city,35.98,-114.83,7.54,33,1,7.7,US,1609519548
442,omboue,-1.57,9.26,26.84,81,100,3.85,GA,1609519548
443,cairns,-16.92,145.77,25.0,94,75,0.5,AU,1609519429
444,olafsvik,64.89,-23.71,3.82,91,100,7.72,IS,1609519548
445,korcula,42.96,17.14,7.89,87,75,1.5,HR,1609519549
446,longyearbyen,78.22,15.64,2.0,69,40,8.2,SJ,1609519408
447,bairiki,1.33,172.98,27.0,69,40,4.1,KI,1609519549
448,kefalos,36.75,26.96,16.0,67,20,1.5,GR,1609519549
449,krapivinskiy,55.0,86.81,-22.0,76,40,1.0,RU,1609519549
450,harlingen,26.19,-97.7,8.89,70,90,2.6,US,1609519549
451,santa elena,-2.23,-80.85,25.0,78,75,4.1,EC,1609519549
452,ajdabiya,30.76,20.23,15.74,41,68,1.75,LY,1609519549
453,anchorage,61.22,-149.9,-13.87,77,1,2.1,US,1609519545
454,bilma,18.69,12.92,19.27,21,0,1.05,NE,1609519549
455,seoul,37.57,126.98,-3.61,30,1,2.7,KR,1609519357
456,bosaso,11.28,49.18,24.25,71,95,4.37,SO,1609519549
457,port hedland,-20.32,118.57,30.0,79,15,5.1,AU,1609519549
458,tilichiki,60.47,166.1,-24.09,89,100,8.23,RU,1609519508
459,milkovo,54.72,158.62,-14.78,90,79,0.76,RU,1609519550
460,ituporanga,-27.41,-49.6,22.87,90,72,1.79,BR,1609519550
461,lamesa,32.74,-101.95,1.12,66,75,6.2,US,1609519550
462,fuerte olimpo,-21.04,-57.87,34.16,47,38,2.53,PY,1609519550
463,half moon bay,37.46,-122.43,7.66,87,1,1.66,US,1609519550
464,lagos de moreno,21.35,-101.92,11.38,57,75,4.1,MX,1609519550
465,waterfoot,53.69,-2.25,1.53,93,90,2.15,GB,1609519550
466,baherden,38.44,57.43,1.67,77,0,4.55,TM,1609519550
467,high level,58.52,-117.14,-14.0,92,90,4.6,CA,1609519493
468,shieli,44.17,66.75,-6.78,86,0,3.15,KZ,1609519419
469,ahipara,-35.17,173.17,16.68,90,45,1.46,NZ,1609519551
470,maldonado,-34.67,-54.92,24.71,57,75,7.7,UY,1609519551
471,george town,5.41,100.34,26.25,78,20,2.6,MY,1609519551
472,awassa,7.05,38.47,19.59,61,67,1.68,ET,1609519546
473,el real de santa maria,8.11,-77.73,31.53,59,70,1.04,PA,1609519551
474,yulara,-25.24,130.99,26.0,16,0,2.1,AU,1609519496
475,vila velha,-20.33,-40.29,30.69,55,0,7.2,BR,1609519359
476,comodoro rivadavia,-45.87,-67.5,25.0,41,0,4.6,AR,1609519432
477,kitoy,52.6,103.9,-28.0,82,40,1.0,RU,1609519551
479,reconquista,-29.15,-59.65,32.77,18,0,4.39,AR,1609519551
480,guiratinga,-16.35,-53.76,34.86,41,42,0.42,BR,1609519551
481,hofn,64.25,-15.21,-0.54,86,16,2.34,IS,1609519424
482,nioro,13.35,-15.75,38.2,13,0,4.87,GM,1609519551
483,sadat,25.68,83.28,13.0,82,7,1.16,IN,1609519551
484,corowa,-36.03,146.38,17.78,69,90,4.03,AU,1609519552
485,ivankiv,50.94,29.89,5.49,81,100,5.0,UA,1609519552
486,sibu,2.3,111.82,25.0,94,40,0.28,MY,1609519552
487,champerico,14.3,-91.92,25.97,69,75,4.1,GT,1609519552
488,rawson,-43.3,-65.1,27.89,17,0,6.3,AR,1609519552
489,maarianhamina,60.1,19.93,2.0,93,0,1.0,AX,1609519552
490,kincardine,56.07,-3.72,1.77,80,0,1.5,GB,1609519552
491,port hardy,50.7,-127.42,7.0,93,90,9.3,CA,1609519552
492,north bend,43.41,-124.22,10.38,81,90,3.1,US,1609519553
493,ocampo,21.65,-101.5,14.66,32,14,6.83,MX,1609519553
494,aba,5.11,7.37,30.64,57,73,3.75,NG,1609519553
495,kamina,-8.74,24.99,19.39,95,100,2.71,CD,1609519553
496,vestmannaeyjar,63.44,-20.27,1.69,83,95,1.72,IS,1609519553
498,mandalgovi,45.76,106.27,-23.78,84,0,7.31,MN,1609519422
499,xuddur,4.12,43.89,27.35,28,88,4.58,SO,1609519553
500,forres,57.61,-3.61,3.63,86,100,5.7,GB,1609519553
501,shitanjing,39.23,106.34,-9.24,79,0,0.93,CN,1609519553
502,samarai,-10.62,150.67,28.57,77,86,5.86,PG,1609519553
503,pangnirtung,66.15,-65.71,-20.0,58,40,2.1,CA,1609519554
504,yarmouth,41.71,-70.23,5.17,60,1,2.1,US,1609519554
505,vaitape,-16.52,-151.75,27.26,76,99,8.89,PF,1609519554
506,gorontalo,0.54,123.06,24.32,89,100,1.6,ID,1609519554
507,talcahuano,-36.72,-73.12,22.0,53,0,5.7,CL,1609519554
508,narsaq,60.92,-46.05,-4.0,85,100,2.6,GL,1609519486
509,quatre cocos,-20.21,57.76,25.58,78,40,5.7,MU,1609519426
510,aviemore,57.2,-3.83,2.07,96,97,2.6,GB,1609519554
511,henties bay,-22.12,14.28,17.78,84,97,2.24,NA,1609519554
512,candelaria,13.93,121.42,24.44,84,99,4.02,PH,1609519554
514,zottegem,50.87,3.81,1.67,87,95,2.43,BE,1609519554
515,esil,51.96,66.4,-22.62,89,51,2.38,KZ,1609519555
516,abancay,-13.63,-72.88,12.0,81,75,4.6,PE,1609519555
517,tautira,-17.73,-149.15,25.87,73,40,2.1,PF,1609519555
518,erdemli,36.6,34.31,15.4,51,71,3.43,TR,1609519555
519,massaguet,12.48,15.44,33.0,15,0,1.0,TD,1609519555
520,miraflores,19.22,-98.81,14.45,34,40,3.1,MX,1609519555
521,mogadishu,2.04,45.34,25.81,78,97,8.2,SO,1609519487
522,westport,41.14,-73.36,2.53,59,1,2.6,US,1609519437
523,fare,-16.7,-151.02,27.25,75,84,8.13,PF,1609519555
524,lazaro cardenas,17.96,-102.2,27.29,33,0,1.29,MX,1609519555
525,shira,54.49,89.95,-21.01,91,100,1.16,RU,1609519555
526,paciran,-6.88,112.38,25.46,87,99,4.15,ID,1609519555
527,murgab,37.5,61.97,-1.7,90,0,3.64,TM,1609519555
528,nagydobos,48.06,22.3,2.57,86,0,3.1,HU,1609519556
529,svetlogorsk,52.63,29.73,4.65,93,100,4.15,BY,1609519556
530,kerman,30.28,57.08,3.0,25,0,3.1,IR,1609519556
531,dubti,11.74,41.09,24.22,53,27,4.54,ET,1609519556
532,manokwari,-0.87,134.08,26.68,77,100,1.35,ID,1609519556
533,cabedelo,-6.98,-34.83,30.0,62,40,5.7,BR,1609519556
534,ilhabela,-23.78,-45.36,26.08,79,100,1.84,BR,1609519287
535,solnechnyy,50.72,136.63,-26.61,80,72,1.82,RU,1609519556
536,la ronge,55.1,-105.28,-10.0,85,98,1.0,CA,1609519520
537,kachiry,53.07,76.1,-30.12,87,92,2.43,KZ,1609519556
538,ahvaz,31.32,48.67,15.0,77,75,1.0,IR,1609519556
539,santa lucia,27.91,-15.54,18.93,55,40,8.2,ES,1609519557
540,banswara,23.55,74.45,22.95,47,51,1.92,IN,1609519557
541,vao,-22.67,167.48,24.34,87,100,2.74,NC,1609519557
542,gidam,18.98,81.4,17.41,59,6,1.07,IN,1609519557
543,chiredzi,-21.05,31.67,26.94,73,63,3.95,ZW,1609519557
544,bukavu,-2.51,28.86,17.34,86,100,1.09,CD,1609519557
545,coquimbo,-29.95,-71.34,20.0,68,40,5.7,CL,1609519557
546,mitzic,0.78,11.55,23.83,89,87,0.95,GA,1609519557
547,kloulklubed,7.04,134.26,25.0,94,75,1.5,PW,1609519433
548,najran,17.49,44.13,22.0,33,0,3.1,SA,1609519557
549,daman,20.42,72.85,23.56,69,52,0.6,IN,1609519343
550,vila do maio,15.13,-23.22,27.0,57,0,7.2,CV,1609519558
551,akdepe,42.06,59.38,-8.49,85,0,6.2,TM,1609519558
552,beloha,-25.17,45.05,25.21,62,0,2.3,MG,1609519558
553,khomutovo,52.47,104.4,-28.0,82,40,1.0,RU,1609519558
554,shakopee,44.8,-93.53,-8.4,89,80,0.45,US,1609519302
555,sanmenxia,34.77,111.18,-1.15,72,0,0.63,CN,1609519558
556,mugur-aksy,50.35,90.5,-26.52,74,100,1.13,RU,1609519558
557,iglesias,39.31,8.54,11.94,87,75,2.6,IT,1609519558
558,pedernales,18.04,-71.74,30.0,48,20,7.2,DO,1609519558
559,yaounde,3.87,11.52,27.0,74,20,1.5,CM,1609519558
560,camacari,-12.7,-38.32,31.0,58,20,5.7,BR,1609519559
561,wagar,16.15,36.2,26.6,49,0,6.45,SD,1609519559
562,darnah,32.77,22.64,15.79,40,78,3.98,LY,1609519559
